"Transaction.ID","Customer.ID","Transaction.Amount","Transaction.Date","Payment.Method","Product.Category","Quantity","Customer.Age","Customer.Location","Device.Used","IP.Address","Shipping.Address","Billing.Address","Is.Fraudulent","Account.Age.Days","Transaction.Hour"
"7cfb31f5-39f4-4fad-9461-a3b23362b2b6","403c98ea-b001-438f-b9c7-7f755c4650b6",177.33,"2024-01-23 12:53:01","PayPal","electronics",2,43,"Alexisland","tablet","22.19.221.59","8519 Christopher Mount Apt. 841
Robertsborough, MO 13609","8519 Christopher Mount Apt. 841
Robertsborough, MO 13609",0,227,12
"45cafb24-c634-47de-b5ab-823878e424bd","f8aecf80-9e42-4cc3-bb55-75674d9fb0d2",285.19,"2024-01-03 14:44:17","bank transfer","electronics",3,45,"Bentonburgh","mobile","4.110.10.176","071 Ross Villages
Port Mercedesland, KY 43931","071 Ross Villages
Port Mercedesland, KY 43931",0,255,14
"c7272173-5a30-43c9-9ef6-a20e5048d388","80d34773-a5d9-4a90-8fc9-333b337aa99e",545.68,"2024-03-03 09:46:02","debit card","electronics",4,20,"Brownberg","tablet","1.147.10.116","509 Glenn Stravenue
Lake Sheila, SC 16001","509 Glenn Stravenue
Lake Sheila, SC 16001",0,231,9
"779f1285-8302-4f3f-8063-70705b0472c9","a7ca2a20-25eb-494b-bfc7-105d45a7a3fd",53.99,"2024-01-22 13:42:36","credit card","clothing",3,30,"Lindseyport","desktop","59.113.105.30","7868 Buchanan Greens
South Sandy, RI 64551","7868 Buchanan Greens
South Sandy, RI 64551",0,157,13
"d5ad8060-3b4c-4cb3-81a9-49914d303a02","e3ffe887-14d7-4cb8-950a-613bdfefb739",388.55,"2024-02-08 10:29:17","credit card","electronics",2,53,"Greenestad","tablet","4.21.15.79","Unit 3564 Box 0712
DPO AA 06054","Unit 3564 Box 0712
DPO AA 06054",0,95,10
"592d8c6f-cddf-4dd6-9ef7-261d64166ab3","7f9f59fa-156b-4d51-9bb5-bc1e4faf800e",145.14,"2024-01-21 10:03:44","PayPal","health & beauty",3,27,"New Johnberg","mobile","88.29.89.216","3030 Jensen Islands
West Taylor, DC 11937","3030 Jensen Islands
West Taylor, DC 11937",0,278,10
"b933c1fc-e5a0-4923-8546-75c33cd2270c","6c17f1c4-55dd-4ae1-b5fc-30de48f838ec",30.26,"2024-03-19 03:30:55","PayPal","clothing",1,34,"Markbury","desktop","26.197.221.87","63278 Lutz Island Apt. 584
Smithchester, MH 02142","63278 Lutz Island Apt. 584
Smithchester, MH 02142",0,92,3
"bf100e6e-2186-4fe4-9c9d-c4af133b6aae","84f950d5-7e26-4418-9f4f-843322dab007",486.71,"2024-03-12 08:03:02","debit card","clothing",2,47,"Jerryside","desktop","73.185.253.251","73402 Kevin Spring Apt. 479
New Katherine, GU 68121","73402 Kevin Spring Apt. 479
New Katherine, GU 68121",0,134,8
"74cd419a-ef2a-4ff5-bb6f-eaf9c1273bb6","8ab1fea2-c89e-43bc-8035-3bc31209ee05",194.01,"2024-02-28 06:40:10","bank transfer","clothing",5,41,"West Matthew","desktop","122.222.18.37","22517 Sara Parkway
Kellyfort, AL 85957","22517 Sara Parkway
Kellyfort, AL 85957",0,13,6
"3c905279-a144-49fe-b566-e07a518f1095","2d667ba5-f7ef-483e-88f1-13dd6bd33a0d",12.56,"2024-01-29 07:51:55","credit card","home & garden",2,49,"South David","desktop","130.123.43.45","893 James Walk
Lake Beth, LA 62677","893 James Walk
Lake Beth, LA 62677",0,218,7
"1582f63b-bd16-46e9-8256-7f8fc84c058e","ed27e9e1-330e-4417-a529-9d0949e73e0a",249.39,"2024-04-03 00:28:39","bank transfer","clothing",3,40,"West Rebeccafort","mobile","148.238.30.166","15687 Curry Mountain
Billymouth, NE 53724","15687 Curry Mountain
Billymouth, NE 53724",0,293,0
"33e2af39-8195-4452-9b2a-aba2ed8aa56a","393dc484-6a49-44bf-a512-ee9c74da7b5b",398.85,"2024-01-29 10:41:41","bank transfer","toys & games",3,37,"Stevenland","tablet","59.102.127.143","669 Zavala Glens
Mitchellbury, GU 18323","669 Zavala Glens
Mitchellbury, GU 18323",0,182,10
"6488fec6-c3a6-4262-afb9-8ba87814146b","417aa67d-7eb3-4350-b73e-37d69112653e",72.72,"2024-03-28 21:51:48","credit card","electronics",3,35,"Williamsonton","tablet","52.61.143.194","USNV Haley
FPO AP 69106","USNV Haley
FPO AP 69106",0,220,21
"07903013-05db-48b9-abdf-080004a0836c","ce1085d0-fe90-47ae-b3c1-a26b59ae5075",111.84,"2024-03-16 04:41:44","bank transfer","home & garden",2,43,"Lake Kevinshire","tablet","11.207.71.91","0158 Matthew Knolls
South Marilyn, OR 92412","45444 Phyllis Springs
East Sally, TX 79424",0,289,4
"b805fb86-06bb-4a22-a4ed-5452accbf08b","c1ab3f2e-9b64-48a0-b87a-099df7140ab6",66.64,"2024-02-17 10:46:34","debit card","health & beauty",4,18,"New Erictown","desktop","217.133.34.145","97200 Cassandra Radial
Lake Richardport, MT 17448","97200 Cassandra Radial
Lake Richardport, MT 17448",0,161,10
"5e63a953-050c-4828-aee3-7bb7cd534a89","a8ecdb03-3a3b-4de7-a574-0f9650c10b55",44.68,"2024-01-24 22:43:04","credit card","health & beauty",5,24,"North Karen","tablet","193.161.241.164","670 Pitts Extensions
Trevorstad, IN 74978","670 Pitts Extensions
Trevorstad, IN 74978",0,220,22
"65997afc-5203-4acd-8b32-efbb0a376648","b6d01c8d-92b0-43b2-b9d5-0344fefec653",146.65,"2024-03-20 17:41:23","PayPal","toys & games",5,38,"Timothyfort","mobile","209.10.125.64","98246 William Orchard Apt. 717
West Johnton, WA 33955","98246 William Orchard Apt. 717
West Johnton, WA 33955",0,236,17
"20660f6e-b131-4bbb-a0d4-ec5b92419e68","54d1f852-fff9-47dd-bfad-97a8d20121ce",192.21,"2024-02-12 08:59:51","bank transfer","toys & games",3,33,"Knighttown","mobile","190.141.23.135","48085 Lee Lake
Juliaside, AZ 61152","48085 Lee Lake
Juliaside, AZ 61152",0,343,8
"90e67cd5-1ecf-4728-8eaa-0c611c0ba440","477b109b-fe16-43b7-a06e-13a05fb9a3fd",153.8,"2024-02-25 08:03:57","PayPal","toys & games",5,29,"North Hollyview","tablet","152.101.50.248","20845 Barnes Center Suite 980
North Eugene, FL 11109","20845 Barnes Center Suite 980
North Eugene, FL 11109",0,75,8
"7b89eb59-cca1-4adf-ac51-a3b94f05f9db","943483e9-f32a-4d81-a925-06d720fcaadf",70.01,"2024-01-09 15:35:08","bank transfer","health & beauty",5,36,"West Luis","mobile","111.250.208.25","31536 Robert Tunnel
Port Amyland, NY 67265","31536 Robert Tunnel
Port Amyland, NY 67265",0,359,15
"5cb41e00-e400-40e2-9bcc-e09f45e5e8b5","8da0b676-5915-4065-a956-95950936978b",95.24,"2024-01-01 07:06:57","debit card","health & beauty",1,16,"North Michael","tablet","18.228.73.75","332 Melinda Bypass
South Danielmouth, OK 15052","332 Melinda Bypass
South Danielmouth, OK 15052",0,296,7
"e424c2dc-e3e7-4c45-b444-e96335ca5234","7179f192-1c8d-4f55-a20d-eb7c9762b233",34.68,"2024-02-06 06:41:29","bank transfer","toys & games",4,42,"Shannonside","desktop","84.18.198.171","73361 Nathaniel Islands
West Timothyhaven, RI 18278","73361 Nathaniel Islands
West Timothyhaven, RI 18278",0,189,6
"e5176ca3-2b32-4d04-89d9-508383b48be5","9c687263-248a-411b-9d54-a758e535929f",99.37,"2024-03-07 22:16:44","PayPal","toys & games",2,32,"Burkeburgh","desktop","109.221.117.163","2257 Hodges Center Apt. 977
Tuckermouth, DE 16340","2257 Hodges Center Apt. 977
Tuckermouth, DE 16340",0,223,22
"ff3f54a8-0ea4-4904-af33-7a63d9c390d7","47ba8c67-85e9-4ff3-a58f-538f7132afc0",116.56,"2024-03-07 13:20:24","debit card","home & garden",5,27,"Vanceshire","tablet","142.183.42.3","013 Williams Stream Suite 177
East Nicoletown, VA 11449","013 Williams Stream Suite 177
East Nicoletown, VA 11449",0,46,13
"51df0aba-c7c2-4c69-9e03-5a8483719a60","903732ca-3840-421f-b626-41480589eb0f",25.48,"2024-04-02 01:41:00","credit card","clothing",3,37,"South Shelby","desktop","61.203.215.251","601 Michelle Via Apt. 350
West Angela, PA 72298","39506 Smith Wall Suite 966
Jonesmouth, MS 63028",0,1,1
"879f5ba5-806d-4c42-8dc2-7346230d4b23","9f5410de-533d-4153-938c-8f1901d73294",367.49,"2024-02-12 02:57:27","bank transfer","electronics",4,39,"Blackfort","mobile","12.65.1.237","945 Padilla Crest Apt. 336
Port Angelamouth, AR 23573","945 Padilla Crest Apt. 336
Port Angelamouth, AR 23573",0,326,2
"0feb5c81-a19a-4f7c-8eac-5271ccb66f63","3e30eb79-3c92-45ad-ae84-3ae9a076d325",277.45,"2024-04-01 21:59:24","credit card","clothing",3,40,"Curtismouth","tablet","165.177.208.18","283 Manuel Stream
New Stacey, AL 52611","283 Manuel Stream
New Stacey, AL 52611",0,73,21
"572ae52f-f173-4342-9b42-c0798fb09118","7f92f4da-df1b-4c1f-9d22-0427e601ac98",126.99,"2024-01-07 16:38:24","bank transfer","health & beauty",1,47,"Burnettstad","tablet","158.229.23.234","07322 Rebecca Lock Apt. 132
Nicholasbury, AK 96273","07322 Rebecca Lock Apt. 132
Nicholasbury, AK 96273",0,359,16
"44ad4965-c83a-481d-ad46-3518c1464a3c","70cf4044-cb07-46a8-8633-571ca6ec0486",13.43,"2024-01-28 06:35:17","credit card","health & beauty",2,14,"Port Gregory","tablet","116.91.52.72","41288 Lawrence Trace
Johnsonborough, MA 59354","41288 Lawrence Trace
Johnsonborough, MA 59354",1,166,6
"870b6d06-feb7-4df1-b7c1-26eca53b8901","0d1b912e-d353-48a6-9b97-761d7aca8153",152.98,"2024-03-13 22:37:07","debit card","health & beauty",4,27,"North Brandibury","tablet","51.16.11.32","USS Patel
FPO AA 85241","14764 Judith Spurs
Lake Davidville, WI 22734",0,349,22
"49dcf437-b7e7-4b5e-bd03-25cf4c0b0b1a","8f88e21e-6c0b-4733-b654-6543327a297a",201.3,"2024-01-16 06:33:41","bank transfer","toys & games",3,32,"New Jacob","mobile","220.131.115.32","15332 Rodriguez Ferry Apt. 078
Valdezburgh, DE 60711","15332 Rodriguez Ferry Apt. 078
Valdezburgh, DE 60711",0,118,6
"7b8dbee6-a74d-429a-834c-8e9ad45bce66","c9590f9b-de00-4eb2-88aa-5e4727dbf61f",92.75,"2024-03-29 10:17:34","bank transfer","electronics",4,14,"West Davidshire","mobile","3.141.245.22","69278 Lori Wells Apt. 512
South Jodi, CO 51892","69278 Lori Wells Apt. 512
South Jodi, CO 51892",0,39,10
"8d8dc2bb-8d67-41e8-9110-efdf67fd96ea","97e8aa62-79cb-452b-812b-a11a41dc1776",183.92,"2024-01-26 02:51:26","bank transfer","health & beauty",2,26,"Lake Susanborough","desktop","74.159.92.12","436 Sanchez Squares Apt. 939
South Laura, MA 69364","436 Sanchez Squares Apt. 939
South Laura, MA 69364",0,197,2
"3d122019-086b-486a-85c4-170a3a3ef663","c99672fa-9a30-49f4-a919-9103e0a97d6a",51.49,"2024-03-17 17:46:23","credit card","electronics",5,40,"North Susanton","desktop","146.100.152.24","4940 Tiffany Springs
Crystalmouth, AS 39453","4940 Tiffany Springs
Crystalmouth, AS 39453",0,215,17
"6d04429c-5c1f-48a1-9b2f-70972e45daee","53ddeae5-4600-45f2-83c7-ae9e390d7fa7",143.35,"2024-02-28 02:23:31","credit card","electronics",5,42,"New Elizabeth","mobile","8.213.143.51","17185 Mcdowell Walks Apt. 142
Petersonville, PR 71658","17185 Mcdowell Walks Apt. 142
Petersonville, PR 71658",0,93,2
"a4cf2851-1466-4351-ae5b-e68fc055ce81","bdb2fd42-7651-4fa2-84bf-6432308b04fb",73.02,"2024-03-31 06:52:38","bank transfer","toys & games",5,31,"East Cassandrabury","desktop","192.252.177.93","567 Winters Lakes Suite 453
Madelineside, MO 32831","3487 Hodges Vista
Theresahaven, MD 19839",0,303,6
"2c84f208-dbd6-4056-9e7c-228b6a1c3424","be0e752b-37f0-4f1f-aa96-289d120608dc",410.32,"2024-01-21 03:01:47","bank transfer","clothing",4,42,"Ronaldborough","mobile","10.2.133.159","871 Colon Grove
North Andreaburgh, WA 82421","8207 John Gardens Suite 255
Lake Christopherborough, GU 69570",0,137,3
"14ceba05-60da-408b-a091-14b2e4cc8161","f0e7a621-fa95-4525-99fb-8d4de097e2bc",1044.91,"2024-01-19 22:16:28","PayPal","toys & games",4,28,"North Melissachester","tablet","41.27.32.138","PSC 6587, Box 7078
APO AA 58398","PSC 6587, Box 7078
APO AA 58398",0,362,22
"9063bff5-980d-4f5a-baca-13eb0042a0af","d8e0b500-be7c-4ca2-8ec4-ddd3ad4eb512",422.68,"2024-02-15 16:11:24","bank transfer","electronics",2,50,"South Brandon","tablet","36.172.99.153","4845 Dodson Street
Port Melissaport, MI 28692","4845 Dodson Street
Port Melissaport, MI 28692",0,343,16
"65583ff3-f87c-4100-9357-a31e481e5b6f","c658e2b6-4040-4257-b268-48d1fbc3b6e6",181.4,"2024-03-25 09:00:03","PayPal","health & beauty",3,39,"Colechester","desktop","156.6.53.199","8582 Thomas View Apt. 881
Melanieland, ME 97821","8582 Thomas View Apt. 881
Melanieland, ME 97821",0,178,9
"075302af-85c5-4428-827a-e41417627185","87a48e16-a738-4de8-bf79-55d758afdef5",118.97,"2024-02-20 01:32:57","bank transfer","toys & games",5,44,"North Ryanton","desktop","142.32.169.230","515 Jones Forks
Davisfurt, MD 34317","515 Jones Forks
Davisfurt, MD 34317",0,321,1
"53e55063-7e15-465d-9b86-9a63b20a56aa","68e87d1e-16b2-4956-bea4-d0c06688d22f",178.89,"2024-03-22 01:59:56","bank transfer","electronics",2,34,"Port Scottville","desktop","125.116.130.105","409 Amy Bypass
North Joseph, AZ 71557","409 Amy Bypass
North Joseph, AZ 71557",0,129,1
"6a65dc69-b210-40d1-a365-62a8941f5b76","64365aa2-2b3a-4c27-bc3c-e4b88f497e08",93.04,"2024-02-06 11:33:22","bank transfer","electronics",3,35,"South Elizabethview","desktop","197.91.135.187","USS Macdonald
FPO AA 93830","USS Macdonald
FPO AA 93830",0,167,11
"972ea7bd-cba6-4ff1-9fd4-1d9cc8f4ed81","e3b1ecbc-8cba-4607-83b4-fbabe59734d0",90.38,"2024-03-18 00:19:05","debit card","electronics",4,35,"Hansontown","mobile","72.203.253.204","580 Villa Manor
South Tarachester, MH 43670","580 Villa Manor
South Tarachester, MH 43670",0,292,0
"e4d5bd92-0879-4319-afa4-e11fac39c2bc","cf1b49c2-8160-48c1-9196-5ace593cadc5",126.61,"2024-02-06 05:45:18","credit card","toys & games",3,44,"Roblesfurt","mobile","50.156.34.5","60802 Mcbride Track
Monicastad, HI 53286","60802 Mcbride Track
Monicastad, HI 53286",0,9,5
"d470d641-23ea-4d60-a1a8-ce6d03f959b9","6c2637aa-b11b-4d6d-9ddf-cd1091a098be",97.35,"2024-03-29 19:56:18","bank transfer","clothing",3,35,"West Thomas","tablet","216.247.6.22","565 Silva Cove Suite 810
Lake Paulshire, HI 88626","565 Silva Cove Suite 810
Lake Paulshire, HI 88626",0,233,19
"df6cd46f-4fe5-4256-ab07-ca97aec04602","e2846ce8-e408-4f29-a6eb-41407b27ad6f",122.48,"2024-02-09 12:07:48","credit card","clothing",5,46,"New Steven","desktop","81.250.255.99","30051 Jacob Harbors Apt. 065
Dianechester, LA 04915","30051 Jacob Harbors Apt. 065
Dianechester, LA 04915",0,302,12
"6e0a2c56-4b72-4cf8-8887-eb06a4676dbd","c01baa6f-8a8d-4cfe-b16e-6410e21164e3",55.86,"2024-01-20 17:32:27","credit card","electronics",3,37,"Morenoberg","desktop","212.171.229.59","100 Nelson Grove Suite 280
Nicholasborough, LA 22260","100 Nelson Grove Suite 280
Nicholasborough, LA 22260",0,236,17
"2d1649cf-9ac3-4b3e-8868-d2905b7c5e74","6fe58981-cb27-4ff8-a3d1-0c34fc47fae9",74.92,"2024-01-12 14:30:38","bank transfer","electronics",5,35,"North Janet","mobile","220.88.48.197","731 Orr Hill Suite 765
New Ricky, DC 04004","731 Orr Hill Suite 765
New Ricky, DC 04004",0,14,14
"851f6275-5464-448c-afd4-bac1d0350085","403cb79e-3e87-4eac-a441-5c57f5a3bac5",13.61,"2024-02-29 00:50:42","PayPal","home & garden",3,44,"Kaitlinview","desktop","70.92.154.191","9548 Bennett Street Apt. 737
New Jody, AZ 45407","9548 Bennett Street Apt. 737
New Jody, AZ 45407",0,231,0
"cd21390d-1262-403b-b4f0-94b56cb497b1","ef1f360d-2688-4631-ace8-b63f749ae817",230.78,"2024-02-05 23:32:04","debit card","clothing",5,23,"Danielview","mobile","207.102.9.251","2189 Robert Harbor Apt. 254
Andersonmouth, NE 42969","16666 Green Pike Apt. 297
Salastown, VT 59859",0,326,23
"8da7b4f6-9b9a-44aa-bfc5-8345c5f48812","fdcec0d9-4eef-4366-88d2-eae3ccccf2a0",92.7,"2024-03-30 17:28:45","bank transfer","electronics",5,47,"West Lisaton","tablet","25.94.43.74","0483 Davis Hill Suite 515
Stevenmouth, MH 21788","0483 Davis Hill Suite 515
Stevenmouth, MH 21788",0,360,17
"389565ec-c9f6-46fd-a0ac-7d5b6eb20d30","d7d12682-fb3e-42d8-a776-30ec83a4727f",55.18,"2024-03-06 03:35:59","debit card","toys & games",2,23,"New Leeton","desktop","63.191.3.162","607 Laurie Path Apt. 182
Nancyfurt, MA 89922","607 Laurie Path Apt. 182
Nancyfurt, MA 89922",0,111,3
"fea413ed-2cb0-401e-9e79-63734d757ef4","835bbd1e-facb-4aa6-a8c5-79e88c8bbde5",16.84,"2024-02-12 20:58:31","debit card","toys & games",3,32,"North Mitchellside","tablet","16.229.250.216","82057 Amy Bypass
North Ericshire, VI 00641","82057 Amy Bypass
North Ericshire, VI 00641",1,112,20
"741f721e-b65f-42d0-806b-6a7723e55fcd","3fc5c1d6-1026-4723-8638-083ee7ad0dbf",326.29,"2024-01-16 11:53:15","credit card","clothing",2,36,"Kellybury","mobile","115.244.164.150","7798 Harris Bypass
North Nathanville, MA 76512","7798 Harris Bypass
North Nathanville, MA 76512",0,45,11
"ddb16629-3b06-4109-b87c-a9b18b0f3f3c","18a3abf3-8f24-443a-b307-e52a1d66e4e8",93.12,"2024-02-27 14:53:10","bank transfer","home & garden",3,46,"Bushland","desktop","11.151.115.5","2063 Matthew Summit Apt. 924
New James, KS 52302","2063 Matthew Summit Apt. 924
New James, KS 52302",0,211,14
"f202dd63-dea4-4f9b-97ab-cff855d46898","8823e4e3-78f4-40db-ace7-5b9ef975c8c6",82.13,"2024-03-12 19:10:56","PayPal","health & beauty",4,30,"Wileyfort","mobile","175.31.108.22","8405 Hall Walks Suite 945
Lucasmouth, CT 62366","699 Janice Loaf Apt. 113
Sarahton, VA 40759",0,179,19
"8b7b06fa-e255-4bea-adba-6e72dc83be23","4e093635-c960-4104-8807-891821390449",287.42,"2024-03-31 00:16:13","PayPal","clothing",2,34,"Leeside","desktop","96.133.46.131","963 Schultz Oval
Samuelberg, VI 80685","963 Schultz Oval
Samuelberg, VI 80685",0,251,0
"b6a04a72-7443-403b-b731-399681c93bc3","231d698d-11c4-4e1f-9ffe-ec0a5cc78fe7",139.52,"2024-03-06 04:32:37","credit card","home & garden",1,41,"Fitzpatrickton","mobile","106.212.65.235","3343 Charles Fords Apt. 065
South Richard, WV 33184","3343 Charles Fords Apt. 065
South Richard, WV 33184",0,157,4
"36e2a89d-2b69-4cb7-92fd-af256ca9fb60","9e54545c-f512-4188-9219-6e59909a92f8",91.54,"2024-01-13 19:27:47","bank transfer","toys & games",2,52,"East Kimberly","desktop","169.87.167.186","004 Kristin Loaf
Hamiltonmouth, PW 01382","004 Kristin Loaf
Hamiltonmouth, PW 01382",0,258,19
"07774ad1-4a96-4209-a274-5f5835733dc6","4f639391-f417-4b41-b666-ce612af6dcfc",352.98,"2024-03-29 08:06:38","credit card","electronics",3,27,"East Brenda","mobile","75.56.141.19","4173 Joshua Squares Suite 283
South Jeffreyburgh, NM 52551","4173 Joshua Squares Suite 283
South Jeffreyburgh, NM 52551",0,179,8
"b1557f10-c38f-405f-83d5-77b8f4f45959","a23ff354-3bd1-4908-b5fc-b54ac7628060",221.69,"2024-03-11 00:27:52","bank transfer","home & garden",2,26,"West Ivan","tablet","203.34.236.9","84015 Lori Ville
Phillipfort, MO 60473","84015 Lori Ville
Phillipfort, MO 60473",0,168,0
"883e044e-8eef-403f-b45b-b97526cd9bdb","10c87745-cf03-42d6-87ee-8465b47d784b",234.15,"2024-03-21 09:42:28","bank transfer","electronics",4,34,"New Kimberlyshire","mobile","16.249.96.220","5010 Krueger Knoll
West Larry, FL 49203","5010 Krueger Knoll
West Larry, FL 49203",0,38,9
"006838a4-c147-4d7a-bf0c-5921c5d21fcd","e9851c0d-f9a2-49f8-9b4c-fdf7efaf2fe9",54.4,"2024-01-18 11:10:09","PayPal","clothing",3,20,"West Michelle","desktop","152.66.247.73","4718 Bell Harbor
Evansmouth, CA 53972","4718 Bell Harbor
Evansmouth, CA 53972",0,24,11
"324ec693-ac1b-44e3-89c8-104189f3e22e","bc8afe5a-0a79-4473-84df-a09560345309",103.41,"2024-01-17 05:39:42","credit card","health & beauty",3,55,"East Traceystad","mobile","210.19.173.118","88225 Danielle Park Suite 829
Goodwinborough, AL 94391","88225 Danielle Park Suite 829
Goodwinborough, AL 94391",0,265,5
"380d73f5-f1bb-44cd-b5ee-7ed51a4fe111","d566571b-7049-45ba-bde7-20ee37eb9633",973.2,"2024-01-09 06:09:39","debit card","toys & games",5,21,"Jasonville","tablet","15.21.219.157","03144 Becky Road
Rebeccaville, NV 85099","03144 Becky Road
Rebeccaville, NV 85099",0,146,6
"bfd8c744-c2b3-476e-9398-3fafeedd1b21","12e52d58-5e09-4aed-8d83-4e8e212b0963",15.56,"2024-03-04 06:02:25","PayPal","home & garden",4,38,"Jenkinsborough","mobile","79.77.81.234","2243 Ramos Summit Suite 758
Hernandezside, NY 66943","2243 Ramos Summit Suite 758
Hernandezside, NY 66943",0,42,6
"088bcefe-e1a9-4866-855a-101530f4376b","7fe9027e-5f28-4aad-b896-9a1595bfc638",650.08,"2024-01-26 11:06:16","debit card","toys & games",3,17,"Michellemouth","desktop","112.154.149.251","USCGC Levy
FPO AA 97821","USCGC Levy
FPO AA 97821",0,191,11
"03ed5dcf-7e02-405d-b215-d003e2f50d8d","d9c03ef0-c3b6-425b-be6c-0c373320fcb2",210.8,"2024-01-08 05:56:20","bank transfer","toys & games",2,44,"Bowmanchester","tablet","219.10.221.21","7043 Maria Green
Port Ashley, RI 01208","7043 Maria Green
Port Ashley, RI 01208",1,19,5
"6a4b2130-b4e0-4326-9b06-d9f6f3a0f0d4","eff48071-00c8-4541-adc9-e20fe382c169",42.22,"2024-01-10 04:03:16","PayPal","electronics",3,38,"Austinshire","tablet","136.13.100.209","75406 Gregory Mountains Suite 686
Knappfurt, TX 08522","75406 Gregory Mountains Suite 686
Knappfurt, TX 08522",0,290,4
"b01d71e7-18c2-44c2-9866-9fcc4efbe926","e4cdca35-8be1-4ece-9b41-ab8e42695e63",52.55,"2024-02-07 21:51:34","credit card","toys & games",1,47,"Kristopherview","mobile","20.92.217.182","PSC 0690, Box 1743
APO AE 93866","PSC 0690, Box 1743
APO AE 93866",0,248,21
"8cd3325e-04cb-43df-845c-38e0d681492c","fd956a3d-6e78-4627-8e08-0031e2000b0c",103.87,"2024-04-01 05:33:31","credit card","clothing",3,41,"Riceport","desktop","93.235.80.52","5089 Daniels Port Suite 560
East Tina, ND 03362","5089 Daniels Port Suite 560
East Tina, ND 03362",0,56,5
"4aabba31-cac0-474e-9a46-ba4fe946b875","7af8469b-ef83-465f-8800-7c137face809",176.87,"2024-02-16 23:49:13","credit card","toys & games",4,29,"Charlottetown","desktop","137.50.186.197","585 Kathy Dam Apt. 510
Mariafurt, ID 12703","585 Kathy Dam Apt. 510
Mariafurt, ID 12703",0,294,23
